Likelihood  0.0840314  0.0059744  0.00916475
KNN  0.300053  0.300053  0.200052
MLP  0.262488  0.262488  0.128627
MLP_L2Reg  0.139925  0.139925  0.0972236
DNN_ReLU  0.132628  0.132628  0.132628
DNN_ReLU_mlp  0.235296  0.235296  0.235296
BDT  -0.0782356  -0.0782356  -0.0782356
BDTG  -0.997748  -0.997748  -0.997748
