Likelihood  -0.889642  0.0075591  0.0038153
KNN  0.300053  0.300053  0.200052
MLP  0.200317  0.200317  0.188237
MLP_L2Reg  0.144673  0.144673  0.127906
DNN_ReLU  0.195664  0.195664  0.189955
DNN_ReLU_mlp  0.162422  0.162422  0.162422
BDT  -0.0749178  -0.0749178  -0.0765122
BDTG  -0.9125  -0.9125  -0.9125
