Likelihood 0.50073 0.402 0.09873
KNN 0.961605 0.832 0.129605
MLP 0.94817 0.78 0.16817
MLP_L2Reg 0.94833 0.78 0.16833
DNN_ReLU 0.948385 0.78 0.168385
DNN_ReLU_mlp 0.94863 0.78 0.16863
BDT 0.997975 0.992 0.00597501
BDTG 1 0.996 0.00400001
