Likelihood  1.5e-09  5e-10  5e-10
KNN  0.000150002  0.000150002  0.000150002
MLP  0.183728  0.183728  0.183728
MLP_L2Reg  0.183475  0.183475  0.183475
DNN_ReLU  0.133289  0.133289  0.133289
DNN_ReLU_mlp  0.186841  0.186841  0.186841
BDT  -0.0896621  -0.0896621  -0.0896621
BDTG  -0.99113  -0.99113  -0.99113
