Likelihood 0.5 0.354 0.146
KNN 1 0.996 0.00400001
MLP 0.950515 0.798 0.152515
MLP_L2Reg 0.949435 0.78 0.169435
DNN_ReLU 0.94933 0.78 0.16933
DNN_ReLU_mlp 0.94933 0.78 0.16933
BDT 1 0.996 0.00400001
BDTG 1 0.996 0.00400001
