Likelihood 0.5 0.354 0.146
KNN 0.982575 0.966 0.016575
MLP 0.980995 1 -0.019005
MLP_L2Reg 0.980995 1 -0.019005
DNN_ReLU 0.980995 1 -0.019005
DNN_ReLU_mlp 0.50158 0.612 -0.11042
BDT 0.982575 0.966 0.016575
BDTG 0.982575 0.966 0.016575
