Likelihood  1.5e-09  5e-10  5e-10
KNN  0.450055  0.450055  0.450055
MLP  0.467662  0.467662  0.467662
MLP_L2Reg  0.45107  0.45107  0.45107
DNN_ReLU  0.492055  0.492055  0.492055
DNN_ReLU_mlp  0.0340156  0.0340156  0.0340156
BDT  -0.00449385  -0.00449385  -0.00449385
BDTG  -0.0706954  -0.0706954  -0.0706954
