Likelihood  -0.166198  -0.160048  -0.144551
KNN  0.350054  0.350054  0.300053
MLP  0.248102  0.248397  0.230081
MLP_L2Reg  0.495635  0.495635  0.341231
DNN_ReLU  0.469519  0.469572  0.469572
DNN_ReLU_mlp  0.851733  0.851733  0.461284
BDT  -0.0312184  -0.0312184  -0.0481753
BDTG  -0.459654  -0.459654  -0.634643
