Likelihood  -0.166198  -0.160048  -0.144551
KNN  0.350054  0.350054  0.300053
MLP  0.272692  0.272692  0.22518
MLP_L2Reg  0.410261  0.410261  0.178712
DNN_ReLU  0.147432  0.147432  0.147432
DNN_ReLU_mlp  0.617339  0.617339  0.460305
BDT  -0.0312184  -0.0312184  -0.0481753
BDTG  -0.459654  -0.459654  -0.634643
