Likelihood 0.76516 0.802 -0.03684
KNN 0.904665 0.776 0.128665
MLP 0.94655 0.78 0.16655
MLP_L2Reg 0.94356 0.778 0.16556
DNN_ReLU 0.589465 0.622 -0.032535
DNN_ReLU_mlp 0.92684 0.774 0.15284
BDT 0.948745 0.79 0.158745
BDTG 0.956535 0.832 0.124535
